misra1,misra2,Poetry
اگر نہ درد کی اپنے دوا کہیں اُس کو,,اگر نہ درد کی اپنے دوا کہیں اُس کو 
ہمارا منہ ہے کہ دَیں اس کے حُسنِ صبر کی داد؟,,ہمارا منہ ہے کہ دَیں اس کے حُسنِ صبر کی داد؟ 
مگر نبی و علی مرحبا کہیں اُس کو,,مگر نبی و علی مرحبا کہیں اُس کو 
زمامِ ناقہ کف اُس کے میں ہے کہ اہلِ یقیں,,زمامِ ناقہ کف اُس کے میں ہے کہ اہلِ یقیں 
پس از حسینِ علی پیشوا کہیں اُس کو,,پس از حسینِ علی پیشوا کہیں اُس کو 
وہ ریگِ تفتۂ وادی پہ گام فرسا ہے,,وہ ریگِ تفتۂ وادی پہ گام فرسا ہے 
کہ طالبانِ خدا رہنما کہیں اُس کو,,کہ طالبانِ خدا رہنما کہیں اُس کو 
امامِ وقت کی یہ قدر ہے کہ اہلِ عناد,,امامِ وقت کی یہ قدر ہے کہ اہلِ عناد 
پیادہ لے چلیں اور نا سزا کہیں اُس کو,,پیادہ لے چلیں اور نا سزا کہیں اُس کو 
یہ اجتہاد عجب ہے کہ ایک دشمنِ دیں,,یہ اجتہاد عجب ہے کہ ایک دشمنِ دیں 
علی سے آ کے لڑے اور خطا کہیں اُس کو,,علی سے آ کے لڑے اور خطا کہیں اُس کو 
یزید کو تو نہ تھا اجتہاد کا پایہ,,یزید کو تو نہ تھا اجتہاد کا پایہ 
بُرا نہ مانیۓ گر ہم بُرا کہیں اُس کو,,بُرا نہ مانیۓ گر ہم بُرا کہیں اُس کو 
"علی کے بعد حسن، اور حسن کے بعد حسین",,"علی کے بعد حسن، اور حسن کے بعد حسین "
"کرے جو ان سے بُرائی، بھلا کہیں اُس کو؟",,"کرے جو ان سے بُرائی، بھلا کہیں اُس کو؟ "
"نبی کا ہو نہ جسے اعتقاد، کافر ہے",,"نبی کا ہو نہ جسے اعتقاد، کافر ہے "
"رکھے امام سے جو بغض، کیا کہیں اُس کو؟",,"رکھے امام سے جو بغض، کیا کہیں اُس کو؟ "
بھرا ہے غالبِ دل خستہ کے کلام میں درد,,بھرا ہے غالبِ دل خستہ کے کلام میں درد 
غلط نہیں ہے کہ خونیں نوا کہیں اُس کو,,غلط نہیں ہے کہ خونیں نوا کہیں اُس کو 
"مدّت ہوئی ہے، یار کو مہماں کئے ہوئے",,"مدّت ہوئی ہے، یار کو مہماں کئے ہوئے "
جوشِ قدح سے بزمِ چراغاں کئے ہوئے,,جوشِ قدح سے بزمِ چراغاں کئے ہوئے 
کرتا ہوں جمع پهر جگر لخت لخت کو,,کرتا ہوں جمع پهر جگر لخت لخت کو 
عرصہ ہوا ہے دعوتِ مژگاں کئے ہوئے,,عرصہ ہوا ہے دعوتِ مژگاں کئے ہوئے 
پهر وضعِ احتیاط سے رُکنے لگا ہے دم,,پهر وضعِ احتیاط سے رُکنے لگا ہے دم 
برسوں ہوئے ہیں چاکِ گریباں کئے ہوئے,,برسوں ہوئے ہیں چاکِ گریباں کئے ہوئے 
پهر گرمِ نالہ ہائے شرر بار ہے نفس,,پهر گرمِ نالہ ہائے شرر بار ہے نفس 
مدّت ہوئی ہے سیر چراغاں کئے ہوئے,,مدّت ہوئی ہے سیر چراغاں کئے ہوئے 
پھر پرسشِ جراحتِ دل کو چلا ہے عشق,,پھر پرسشِ جراحتِ دل کو چلا ہے عشق 
سامانِ صد ہزار نمک داں کئے ہوۓ,,سامانِ صد ہزار نمک داں کئے ہوۓ 
"پهر بهر رہا ہے خامہ مژگاں، بہ خونِ دل",,"پهر بهر رہا ہے خامہ مژگاں، بہ خونِ دل "
سازِ چمن طرازیِ دَاماں کئے ہوئے,,سازِ چمن طرازیِ دَاماں کئے ہوئے 
باہم دِکر ہوئے ہیں دل و دیده پهر رقیب,,باہم دِکر ہوئے ہیں دل و دیده پهر رقیب 
نظّاره و خیال کا سَاماں کئے ہوئے,,نظّاره و خیال کا سَاماں کئے ہوئے 
دِل پهر طوافِ کوۓ ملامت کو جائے ہے,,دِل پهر طوافِ کوۓ ملامت کو جائے ہے 
پندار کا صنم کده ویراں کئے ہوئے,,پندار کا صنم کده ویراں کئے ہوئے 
پهر شوق کر رہا ہے خریدار کی طلب,,پهر شوق کر رہا ہے خریدار کی طلب 
عرضِ متاعِ عقل و دل و جاں کئے ہوے,,عرضِ متاعِ عقل و دل و جاں کئے ہوے 
دوڑے ہے پهر ہر ایک گُل و لالہ پر خیال,,دوڑے ہے پهر ہر ایک گُل و لالہ پر خیال 
صد گلستاں نِگاه کا ساماں کئے ہوے,,صد گلستاں نِگاه کا ساماں کئے ہوے 
پهر چاہتا ہوں نامہ دلدار کهولنا,,پهر چاہتا ہوں نامہ دلدار کهولنا 
جاں نزرِ دل فریبی عنواں کئے ہوے,,جاں نزرِ دل فریبی عنواں کئے ہوے 
"مانگے ہے پهر، کسی کو لبِ بام پر ہوس",,"مانگے ہے پهر، کسی کو لبِ بام پر ہوس "
زلفِ سیاہ رُخ پہ پریشاں کئے ہوے,,زلفِ سیاہ رُخ پہ پریشاں کئے ہوے 
"چاہے ہے پهر، کسی کو مقابل میں، آرزو",,"چاہے ہے پهر، کسی کو مقابل میں، آرزو "
سرمہ سے تیز دشنہ مژگاں کئے ہوے,,سرمہ سے تیز دشنہ مژگاں کئے ہوے 
اک نو بہارِ ناز کو تا کے ہے پهر نِگاہ,,اک نو بہارِ ناز کو تا کے ہے پهر نِگاہ 
چہرہ فروغِ مے سے گُلستاں کئے ہوئے,,چہرہ فروغِ مے سے گُلستاں کئے ہوئے 
"پهر، جی میں ہے کہ در پہ کسی کے پڑے رہیں",,"پهر، جی میں ہے کہ در پہ کسی کے پڑے رہیں "
سر زیر بارِ منّتِ درباں کئے ہوئے,,سر زیر بارِ منّتِ درباں کئے ہوئے 
جی ڈهونڈتا ہے پهر وہی فرصت کے رات دن,,جی ڈهونڈتا ہے پهر وہی فرصت کے رات دن 
بیٹهے ہیں تصّورِ جاناں کئے ہوئے,,بیٹهے ہیں تصّورِ جاناں کئے ہوئے 
غالب! ہمیں نا چهیڑ کہ پهر جوشِ اشک سے,,غالب! ہمیں نا چهیڑ کہ پهر جوشِ اشک سے 
بیٹهے ہیں ہم تہیّہ طوفاں کئے ہوئے,,بیٹهے ہیں ہم تہیّہ طوفاں کئے ہوئے 
 ,,  
مزہ ملے کہو کیا خاک ساتھ سونے کا ؟,,مزہ ملے کہو کیا خاک ساتھ سونے کا ؟ 
رکھے جو بیچ میں وہ شوخ سیم تن تکیہ,,رکھے جو بیچ میں وہ شوخ سیم تن تکیہ 
شب ِ فراق میں یہ حال ہے اذیت کا,,شب ِ فراق میں یہ حال ہے اذیت کا 
کہ سانپ فرش ہے اور سانپ کا ہے من تکیہ,,کہ سانپ فرش ہے اور سانپ کا ہے من تکیہ 
مقدور ہو تو خاک سے پوچھوں کہ اے لئیم,,مقدور ہو تو خاک سے پوچھوں کہ اے لئیم 
تو نے وہ گنج‌ہاۓ گراں مایہ کیا کیے,,تو نے وہ گنج‌ہاۓ گراں مایہ کیا کیے 
(غالب),,(غالب) 
جوابا,,جوابا 
قدر جو جانی نہیں تو روٹھ گئے وہ,,قدر جو جانی نہیں تو روٹھ گئے وہ 
اتنے ہی عزیز تھے تو دفن کیا کیوں,,اتنے ہی عزیز تھے تو دفن کیا کیوں 
 ,,  
"انکار میں وہ لذت، اقرار میں کہاں ہے؟",,"انکار میں وہ لذت، اقرار میں کہاں ہے؟ "
"بڑھتا ہے شوق ""غالب"" تیرے نہیں نہیں میں.",,"بڑھتا ہے شوق ""غالب"" تیرے نہیں نہیں میں. "
اگ رہا ہے درو دیوار سے سبزہ غالب,,اگ رہا ہے درو دیوار سے سبزہ غالب 
ہم بیاباں میں ہیں اور گھر میں بہار آئی ہے,,ہم بیاباں میں ہیں اور گھر میں بہار آئی ہے 
زندگی اپنی جب اس شکل سے گزری غالب,,زندگی اپنی جب اس شکل سے گزری غالب 
ہم بھی کیا یاد کریں گے کہ خدا رکھتے تھے,,ہم بھی کیا یاد کریں گے کہ خدا رکھتے تھے 
شب کہ برقِ سوزِ دل سے زہرہٴ ابر آب تھا,,شب کہ برقِ سوزِ دل سے زہرہٴ ابر آب تھا 
شعلہٴ جوّالہ ہر اک حلقہٴ گرداب تھا,,شعلہٴ جوّالہ ہر اک حلقہٴ گرداب تھا 
واں کرم کو عذرِ بارش تھا عناں گیرِ خرام,,واں کرم کو عذرِ بارش تھا عناں گیرِ خرام 
گریے سے یاں پنبہٴ بالش کف سیلاب تھا,,گریے سے یاں پنبہٴ بالش کف سیلاب تھا 
واں خود آرائی کو تھا موتی پرونے کا خیال,,واں خود آرائی کو تھا موتی پرونے کا خیال 
یاں ہجومِ اشک میں تارِ نگہ نایاب تھا,,یاں ہجومِ اشک میں تارِ نگہ نایاب تھا 
جلوہٴ گل نے کیا تھا واں چراغاں آبجو,,جلوہٴ گل نے کیا تھا واں چراغاں آبجو 
یاں رواں مژگانِ چشمِ تر سے خونِ ناب تھا,,یاں رواں مژگانِ چشمِ تر سے خونِ ناب تھا 
یاں سرِ پرشور بیخوابی سے تھا دیوار جو,,یاں سرِ پرشور بیخوابی سے تھا دیوار جو 
واں وہ فرقِ ناز محوِ بالشِ کمخواب تھا,,واں وہ فرقِ ناز محوِ بالشِ کمخواب تھا 
"یاں نفس کرتا تھا روشن، شمعِ بزمِ بیخودی",,"یاں نفس کرتا تھا روشن، شمعِ بزمِ بیخودی "
جلوہٴ گل واں بساطِ صحبتِ احباب تھا,,جلوہٴ گل واں بساطِ صحبتِ احباب تھا 
فرش سے تا عرش واں طوفاں تھا موجِ رنگ کا,,فرش سے تا عرش واں طوفاں تھا موجِ رنگ کا 
یاں زمیں سے آسماں تک سوختن کا باب تھا,,یاں زمیں سے آسماں تک سوختن کا باب تھا 
ناگہاں اس رنگ سے خوننابہ ٹپکانے لگا,,ناگہاں اس رنگ سے خوننابہ ٹپکانے لگا 
دل کہ ذوقِ کاوشِ ناخن سے لذت یاب تھا,,دل کہ ذوقِ کاوشِ ناخن سے لذت یاب تھا 
یہ ہم جو ہجر میں دیوار و در کو دیکھتے ہیں,,یہ ہم جو ہجر میں دیوار و در کو دیکھتے ہیں 
کبھی صبا کو کبھی نامہ بر کو دیکھتے ہیں,,کبھی صبا کو کبھی نامہ بر کو دیکھتے ہیں 
وہ آئیں گھر میں ہمارے خدا کی قدرت ہے,,وہ آئیں گھر میں ہمارے خدا کی قدرت ہے 
کبھی ہم ان کو کبھی اپنے گھر کو دیکھتے ہیں,,کبھی ہم ان کو کبھی اپنے گھر کو دیکھتے ہیں 
نظر لگے نہ کہیں اُس کے دست و بازو کو,,نظر لگے نہ کہیں اُس کے دست و بازو کو 
یہ لوگ کیوں مرے زخمِ جگر کو دیکھتے ہیں,,یہ لوگ کیوں مرے زخمِ جگر کو دیکھتے ہیں 
ترے جواہرِ طرفِ کُلہ کو کیا دیکھیں,,ترے جواہرِ طرفِ کُلہ کو کیا دیکھیں 
ہم اوجِ طالعِ لعل و گہر کو دیکھتے ہی,,ہم اوجِ طالعِ لعل و گہر کو دیکھتے ہی 
صحرا کو بڑا عالم ھے اپنی تنہائی پر غالب,,صحرا کو بڑا عالم ھے اپنی تنہائی پر غالب 
اس نے دیکھا نہں عالم میری تنہائی کا,,اس نے دیکھا نہں عالم میری تنہائی کا 
دیکھتا ہوں اُسے تھی جس کی تمنا مجھ کو,,دیکھتا ہوں اُسے تھی جس کی تمنا مجھ کو 
آج بیداری میں ہے خواب ذلیخا کامجھے پھر,,آج بیداری میں ہے خواب ذلیخا کامجھے پھر 
عشق نے نکما بنا دیا غالب ورنہ,,عشق نے نکما بنا دیا غالب ورنہ 
ہم بھی بھڑے کام کے آدمی تھے,,ہم بھی بھڑے کام کے آدمی تھے 
گرمی سہی کلام میں مگر نا اتنی سہی,,گرمی سہی کلام میں مگر نا اتنی سہی 
کی جس سے بات اسنے شکایت ضرور کی,,کی جس سے بات اسنے شکایت ضرور کی 
قید حیات و بند غم اصل میں دونوں ایک ہیں,,قید حیات و بند غم اصل میں دونوں ایک ہیں 
موت سے پہلے آدمی غم سے نجات پائے کیوں,,موت سے پہلے آدمی غم سے نجات پائے کیوں 
بلبل کے کاروبار پھ ھیں خندہ ھائے گل,,بلبل کے کاروبار پھ ھیں خندہ ھائے گل 
کھتے ھیں جس کو عشق خلل ہے دماغ کا,,کھتے ھیں جس کو عشق خلل ہے دماغ کا 
عشق سے طبعیت نے زیست کامزہ پایا,,عشق سے طبعیت نے زیست کامزہ پایا 
درد کی دوا پائی درد بے دوا پایا,,درد کی دوا پائی درد بے دوا پایا 
بڑی عجیب ھے نادان دل کی خواھش یا رب,,بڑی عجیب ھے نادان دل کی خواھش یا رب 
عمل کچھ نھیں اور دل طلب گار ھے جنت کا,,عمل کچھ نھیں اور دل طلب گار ھے جنت کا 
ہمیں‘ خریرِ شرر بافِ سنگ‘ خلعت ہے,,ہمیں‘ خریرِ شرر بافِ سنگ‘ خلعت ہے 
یہ ایک پیر ہنِ زر نگار رکھتے ہیں,,یہ ایک پیر ہنِ زر نگار رکھتے ہیں 
جنونِ فرقتِ یارانِ رفتہ ہے غالب!,,جنونِ فرقتِ یارانِ رفتہ ہے غالب! 
بسانِ دشتِ دلِ پُر غبار رکھتے ہیں,,بسانِ دشتِ دلِ پُر غبار رکھتے ہیں 
تو پست فطرت اور خیالِ بسا بلند,,تو پست فطرت اور خیالِ بسا بلند 
